 0.049 0.000 0.142 0.142 0.148 0.148 0.107 0.081 0.000 0.114 0.000 0.000 0.060 0.000     2
 0.444 0.000 1.347 0.000 0.000 0.711 0.403 0.000 0.000 0.000 0.000 0.106 0.230 0.078 0.000
 0.000 0.057 0.143 0.143 0.092 0.092 0.109 0.108 0.000 0.099 0.000 0.000 0.040 0.000     2
 0.456 0.000 0.815 0.000 0.000 0.644 0.333 0.000 0.040 0.041 0.000 0.000 0.000 0.000 0.000
 0.000 0.000 0.142 0.142 0.086 0.086 0.037 0.082 0.000 0.000 0.018 0.016 0.000 0.000     2
 0.411 0.000 0.706 0.490 0.490 0.612 0.394 0.000 0.000 0.116 0.000 0.030 0.000 0.000 0.000
 0.000 0.006 0.098 0.098 0.088 0.088 0.024 0.052 0.000 0.000 0.000 0.016 0.018 0.010     2
 0.331 0.000 0.266 0.000 0.000 0.510 0.393 0.090 0.000 0.067 0.000 0.059 0.000 0.075 0.000
 0.000 0.041 0.118 0.118 0.044 0.044 0.037 0.041 0.000 0.000 0.038 0.000 0.000 0.000     2
 0.392 0.000 0.015 0.181 0.181 0.000 0.253 0.000 0.000 0.095 0.000 0.115 0.000 0.157 0.000
 0.000 0.000 0.180 0.180 0.075 0.000 0.000 0.058 0.058 0.000 0.000 0.140 0.260 0.074     2
-0.480 0.000 0.000 0.000 0.000 0.000 0.000 0.013 0.004 0.000 0.000 0.000 0.000 0.000 0.000
 0.000 0.000 0.000 0.000 0.159 0.000 0.000 0.134 0.134 0.000 0.102 0.204 0.636 0.000     2
-0.553 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.010
 0.000 0.000 0.000 0.000 0.216 0.216 0.000 0.261 0.261 0.000 0.079 0.234 0.786 0.187     2
-0.739 0.027 0.000 0.000 0.001 0.000 0.000 0.000 0.008 0.000 0.000 0.000 0.000 0.000 0.000
 0.006 0.000 0.000 0.000 0.199 0.199 0.000 0.278 0.278 0.001 0.000 0.281 0.832 0.389     2
-0.843 0.000 0.000 0.000 0.002 0.000 0.000 0.003 0.000 0.003 0.000 0.000 0.005 0.005 0.005
 0.000 0.000 0.018 0.018 0.118 0.118 0.000 0.000 0.199 0.000 0.065 0.380 1.040 0.419     2
-0.904 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.002
 0.000 0.000 0.000 0.000 0.127 0.127 0.000 0.000 0.200 0.097 0.214 0.414 0.747 0.477     2
 0.633 0.000 0.452 0.358 0.358 0.336 0.565 0.259 0.045 0.000 0.238 0.000 0.000 0.133 0.000
 0.000 0.000 0.283 0.000 0.065 0.065 0.000 0.017 0.000 0.000 0.016 0.000 0.000 0.061     3
 0.577 0.000 0.415 0.118 0.000 0.000 0.180 0.187 0.000 0.000 0.150 0.000 0.000 0.000 0.070
 0.070 0.000 0.344 0.000 0.035 0.035 0.000 0.000 0.000 0.033 0.038 0.000 0.099 0.000     3
 0.631 0.000 0.604 0.107 0.107 0.000 0.150 0.000 0.000 0.000 0.099 0.000 0.000 0.000 0.071
 0.000 0.000 0.270 0.000 0.000 0.002 0.000 0.009 0.000 0.107 0.000 0.000 0.029 0.015     3
 0.654 0.000 0.795 0.105 0.000 0.209 0.000 0.000 0.000 0.075 0.188 0.000 0.000 0.086 0.000
 0.000 0.000 0.207 0.207 0.032 0.032 0.001 0.092 0.000 0.011 0.000 0.000 0.000 0.000     3
 0.513 0.000 0.311 0.079 0.000 0.000 0.212 0.000 0.098 0.000 0.156 0.156 0.713 0.132 0.132
 0.000 0.000 0.137 0.137 0.000 0.011 0.000 0.049 0.000 0.206 0.000 0.000 0.000 0.000     3
 0.588 0.257 1.668 0.080 0.000 0.000 0.000 0.000 0.184 0.000 0.167 0.167 0.528 0.000 0.074
 0.000 0.000 0.124 0.124 0.012 0.012 0.000 0.044 0.004 0.028 0.000 0.000 0.000 0.000     3
 0.674 0.320 2.051 0.187 0.000 0.000 0.000 0.000 0.243 0.127 0.060 0.060 0.523 0.079 0.000
 0.000 0.000 0.121 0.121 0.005 0.005 0.000 0.069 0.000 0.026 0.020 0.000 0.025 0.012     3
 0.650 0.603 2.201 0.153 0.000 0.000 0.000 0.000 0.632 0.051 0.000 0.022 0.000 0.000 0.000
 0.000 0.000 0.100 0.100 0.000 0.000 0.043 0.065 0.000 0.057 0.000 0.000 0.013 0.014     3
 0.584 0.672 2.156 0.048 0.000 0.564 0.132 0.000 0.581 0.000 0.042 0.000 0.000 0.078 0.000
 0.000 0.000 0.059 0.059 0.013 0.013 0.012 0.062 0.000 0.086 0.000 0.000 0.036 0.061     3
 0.563 0.000 0.000 0.173 0.000 0.501 0.199 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
 0.008 0.008 0.116 0.000 0.026 0.026 0.010 0.050 0.000 0.036 0.000 0.000 0.028 0.000     3
 0.571 0.000 1.735 0.000 0.000 0.635 0.481 0.003 0.177 0.048 0.000 0.000 0.000 0.067 0.000
 0.000 0.000 0.000 0.000 0.061 0.061 0.040 0.036 0.000 0.074 0.009 0.000 0.012 0.009     3
 0.501 0.000 1.157 0.000 0.000 0.704 0.000 0.034 0.000 0.041 0.000 0.000 0.000 0.065 0.000
 0.000 0.011 0.086 0.086 0.060 0.060 0.022 0.121 0.000 0.025 0.000 0.000 0.029 0.000     3
 0.492 0.000 0.839 0.000 0.000 0.688 0.386 0.000 0.000 0.126 0.000 0.000 0.000 0.000 0.000
 0.000 0.002 0.103 0.103 0.074 0.074 0.028 0.052 0.000 0.000 0.000 0.031 0.046 0.000     3
 0.391 0.000 0.331 0.462 0.462 0.602 0.335 0.063 0.013 0.139 0.000 0.000 0.000 0.005 0.000
 0.000 0.000 0.085 0.085 0.000 0.076 0.007 0.028 0.000 0.000 0.034 0.000 0.077 0.029     3
 0.299 0.000 0.000 0.000 0.000 0.400 0.175 0.095 0.000 0.128 0.000 0.100 0.000 0.002 0.000
 0.026 0.026 0.085 0.085 0.035 0.035 0.008 0.087 0.000 0.000 0.044 0.069 0.145 0.000     3
 0.233 0.000 0.000 0.000 0.000 0.137 0.119 0.000 0.000 0.114 0.000 0.000 0.000 0.000 0.000
 0.052 0.000 0.000 0.000 0.114 0.000 0.000 0.013 0.000 0.045 0.064 0.055 0.227 0.000     3
 0.199 0.000 0.000 0.000 0.000 0.240 0.139 0.000 0.000 0.125 0.000 0.000 0.000 0.046 0.000
 0.000 0.000 0.095 0.095 0.064 0.064 0.000 0.031 0.031 0.000 0.033 0.070 0.312 0.000     3
 0.015 0.000 0.013 0.018 0.018 0.031 0.022 0.000 0.059 0.047 0.000 0.070 0.000 0.000 0.061
 0.000 0.000 0.000 0.000 0.142 0.000 0.000 0.034 0.034 0.095 0.069 0.137 0.325 0.000     3
-0.192 0.053 0.000 0.000 0.000 0.030 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
 0.007 0.000 0.089 0.089 0.173 0.000 0.000 0.027 0.027 0.138 0.050 0.105 0.478 0.050     3
-0.319 0.000 0.000 0.010 0.010 0.000 0.022 0.027 0.000 0.000 0.000 0.000 0.020 0.045 0.000
 0.048 0.000 0.000 0.000 0.168 0.000 0.000 0.201 0.201 0.068 0.171 0.000 0.683 0.000     3
-0.448 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.024
 0.000 0.000 0.065 0.065 0.000 0.000 0.000 0.252 0.252 0.079 0.220 0.214 0.671 0.122     3
-0.508 0.000 0.000 0.000 0.006 0.000 0.000 0.000 0.000 0.017 0.014 0.014 0.007 0.000 0.000
 0.000 0.000 0.000 0.000 0.163 0.163 0.000 0.284 0.284 0.089 0.064 0.235 0.770 0.000     3
-0.678 0.000 0.000 0.000 0.000 0.000 0.000 0.006 0.000 0.000 0.003 0.000 0.000 0.000 0.000
 0.017 0.000 0.000 0.000 0.207 0.207 0.000 0.295 0.295 0.102 0.096 0.295 0.821 0.000     3
-0.796 0.000 0.000 0.000 0.000 0.005 0.000 0.000 0.000 0.006 0.003 0.003 0.000 0.000 0.000
 0.000 0.000 0.000 0.000 0.184 0.000 0.000 0.337 0.337 0.000 0.181 0.398 0.910 0.399     3
-0.852 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.000 0.001 0.002 0.018 0.000
 0.000 0.000 0.000 0.000 0.184 0.000 0.000 0.302 0.302 0.000 0.134 0.471 1.161 0.423     3
-0.961 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.000
 0.002 0.000 0.001 0.000 0.065 0.065 0.000 0.000 0.118 0.000 0.000 0.562 0.893 0.652     3
-0.990 0.001 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.000 0.000 0.001
 0.000 0.001 0.000 0.000 0.007 0.000 0.000 0.019 0.019 0.062 0.000 0.000 0.946 0.930     3
-0.993 0.025 0.000 0.001 0.005 0.000 0.000 0.000 0.000 0.000 0.003 0.003 0.001 0.000 0.003
 0.000 0.000 0.000 0.000 0.004 0.004 0.000 0.000 0.008 0.000 0.000 0.000 0.898 1.406     3
-0.993 0.000 0.000 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.002 0.002 0.000 0.000 0.001
 0.000 0.000 0.002 0.002 0.005 0.000 0.000 0.006 0.006 0.000 0.000 0.000 0.495 0.837     3
